,loss_traning,loss_validation,acuracia_val,acuracia_traning
0,2.211215657346389,4.452140897512436,25.217391304347824,31.835205992509362
1,1.8448134029612822,2.385907366871834,36.95652173913044,42.97752808988764
2,1.7013854559730082,2.058661550283432,34.34782608695652,45.59925093632959
3,1.6687011368134443,2.393564447760582,39.56521739130435,47.28464419475655
4,1.6438805776483871,2.1690569669008255,46.52173913043478,47.846441947565545
5,1.500030601725859,3.252434104681015,31.304347826086957,53.37078651685393
6,1.3886653553037083,3.675746262073517,28.695652173913043,57.11610486891386
7,1.3963854838820065,2.4822684228420258,39.130434782608695,53.46441947565543
8,1.280704091576969,2.0014090836048126,42.608695652173914,58.239700374531836
9,1.288874955738292,2.0593404918909073,44.34782608695652,58.42696629213483
